PC1,PC2,PC3,Class
3.3167508122147757,1.4434626343180068,-0.16573904461442016,class_0
2.2094649169188463,-0.3333928870803018,-2.026457373807537,class_0
2.516740146610383,1.0311512962743186,0.9828186702120625,class_0
3.757065609773206,2.7563719137107094,-0.1761918421994913,class_0
1.0089084937957158,0.8698308214172042,2.0266882192354085,class_0
3.050253922418079,2.1224011146341883,-0.6293958270439114,class_0
2.449089669596229,1.1748501316494726,-0.9770948907141952,class_0
2.0594368714379128,1.608963068363505,0.14628188306155882,class_0
2.510874297398988,0.9180709573337751,-1.7709690272289411,class_0
2.7536281876339084,0.7894376738336049,-0.9842474895182352,class_0
3.4797366827312097,1.3023332371235925,-0.4227352165808454,class_0
1.754752901294588,0.6119772287456301,-1.1908783196301735,class_0
2.1134623403150945,0.6757063391426171,-0.8650864256166523,class_0
3.4581568193367214,1.1306298761729356,-1.2042763525381874,class_0
4.312783906765561,2.095975575341259,-1.263912752357998,class_0
2.305188200827972,1.6625517299890533,0.21790261559595883,class_0
2.171955273741512,2.3273053361914178,0.8317298659860082,class_0
1.8989711765627613,1.6313688786428366,0.7949137923810714,class_0
3.541985081943468,2.5183436693066423,-0.4854585076662905,class_0
2.0845222047303116,1.0611379935838583,-0.1647466784994752,class_0
3.124402535167199,0.7868971056508932,-0.36488708298884787,class_0
1.0865700683322401,0.24174355133283934,0.9369615996106458,class_0
2.535224079903714,-0.09184062072088156,-0.3119326593479683,class_0
1.6449883412544692,-0.5162789300672355,0.14388509467079624,class_0
1.7615758722693002,-0.3171489326843812,0.8902856474056915,class_0
0.9900791016088565,0.9406673381906345,3.8209080081948392,class_0
1.7752776281133682,0.6861751342850225,-0.08670040648876098,class_0
1.2354239643099052,-0.08980704136064065,-1.3868965448964365,class_0
2.1884063344519613,0.689569620661623,1.3945668808503626,class_0
2.2561089812837065,0.19146193688666413,-1.092657257508293,class_0
2.500220025789425,1.2408338348969423,1.386017854715681,class_0
2.6774110474440143,1.471873646103247,-0.33226172837509343,class_0
1.6285791164309182,0.05270445057532288,-0.16712870624533285,class_0
1.9026908622381473,1.6330604347699818,1.1720821191753454,class_0
1.410388526595406,0.6979343246113558,0.4797430251686617,class_0
1.9038262321944863,0.17671095109545573,0.45083504003721003,class_0
